Outcome,Mvalue
0,2.9129659442906
1,3.70892349856461
0,2.17637795595028
0,2.58749643085515
0,2.09243620874886
0,2.41822445607624
1,-0.0368357538191188
0,1.48208370670881
1,2.50043340558436
1,1.72117906285926
1,0.867201848151525
0,2.3081377486766
1,0.204195364712432
1,2.97246584716709
1,1.02865269658336
0,0.633979248495734
1,0.382644306247292
1,1.7268294470511
0,2.19386120277573
0,2.58353916009104
0,2.26956200207746
0,1.82478761685213
1,0.316252963981947
1,0.874420526595877
0,2.3067033503467
1,2.81566927223145
1,0.195186162666196
0,2.62015262420022
1,2.51485449506191
1,0.771735505078843
0,0.356155760952236
0,2.44129894104046
0,0.0539047745525792
1,0.658532829109736
1,0.527489761411526
0,2.31213444680503
1,1.31252433625839
0,2.69054972339857
1,1.40609853149199
1,0.648976616365773
0,2.80258592140361
0,2.59474030832296
0,2.45123430951555
1,0.757045893210886
1,1.62060668406034
0,2.35407735505358
1,1.01670447635011
1,1.58984300163856
0,2.8208723182711
0,1.23357885618376
1,2.5475523171787
0,1.33041068038342
0,2.17455198622658
1,0.0942463003755754
1,1.61286710258416
0,2.37091375573988
0,2.48962880589543
0,2.34692822424969
1,2.29094821830065
1,2.92422611083155
0,3.30204146605984
1,2.39309176462431
0,2.01554574398462
1,2.03185224978644
0,0.436988802863283
1,2.54791018724986
0,0.895759375605267
0,2.65212928115907
1,1.66321669166616
1,1.08125180912519
1,2.34900912940197
0,1.88251338412166
1,2.47187987888696
0,3.11418296916376
0,2.02042482616436
0,2.45749601943537
0,2.30013088318851
0,2.12661070385272
1,0.492248398440002
1,0.539619959359155
1,0.961875087935018
0,2.22679120121568
1,1.36339907719441
1,2.17093382888547
0,0.582859047514509
1,3.27018384562625
1,0.692873206483991
0,2.40399223606373
1,0.441860602783288
0,2.84319438949066
0,1.07226747706318
1,2.65423477953134
1,1.59820185243833
1,0.908172092515012
0,1.10519770311024
0,2.80526349081373
1,2.39416566911526
0,2.29515609644201
1,2.46485277236454
1,0.332024541291362
1,2.73723541616005
0,2.59551080893825
1,2.33425551850329
0,2.51906150408914
0,2.26612135905245
0,2.48488453198587
1,3.16768289138886
0,2.88991122332487
1,1.35595876465267
0,1.31289251408683
1,0.724461685099565
0,2.57452288113045
1,1.05895363049436
0,2.37978758047802
0,2.92826838427899
1,2.44490727945378
0,3.21808508132351
1,0.465126391494706
0,1.96569312650904
1,-0.2495992694908
1,0.860765775671188
1,0.736408046927032
0,2.40179959186533
1,1.83941219684827
0,2.31806677339401
0,1.8007996225136
0,2.39868761980572
1,1.19848693071423
0,2.72345380823189
1,0.979257370482262
0,-0.380333964930436
1,1.4747005485743
1,1.02489052951701
1,0.739176897599834
0,1.56629908461457
0,2.18992774149301
1,-0.417109840162005
0,2.41262759155779
1,0.41552278272358
1,2.09427022731325
0,2.7483209166846
0,2.88926215561341
1,1.57913349485151
1,1.51643675480031
0,1.36475644305817
1,1.28297776379639
0,2.60841597664637
0,3.00428810770733
0,2.56842283779773
1,0.254424585100119
1,0.94647323378388
0,2.58010313032278
0,2.96575292177115
1,1.55370576817072
0,0.810683391454757
1,0.822406423289559
0,0.706732560008702
1,1.52989682891635
0,2.46280217883563
0,2.15722429238621
1,1.23924864116795
1,-0.083391062671186
1,1.67997747426701
0,2.57649543945727
0,2.48420506983837
1,2.40781013516003
